start('Act1', 1).
start('Act250', 127).
start('Act251', 148).
start('Act252', 8).
start('Act253', 128).
start('Act254', 125).
start('Act255', 99).
start('Act256', 195).
start('Act257', 43).
start('Act258', 92).
start('Act259', 8).
start('Act260', 32).
start('Act261', 90).
start('Act262', 24).
start('Act263', 147).
start('Act264', 87).
start('Act265', 66).
start('Act266', 98).
start('Act267', 139).
start('Act268', 30).
start('Act269', 123).
start('Act270', 121).
start('Act271', 94).
start('Act272', 121).
start('Act273', 138).
start('Act274', 10).
start('Act275', 19).
start('Act276', 192).
start('Act277', 61).
start('Act278', 15).
start('Act279', 23).
start('Act280', 47).
start('Act281', 119).
start('Act282', 168).
start('Act283', 89).
start('Act284', 120).
start('Act285', 85).
start('Act286', 45).
start('Act287', 189).
start('Act288', 84).
start('Act289', 119).
start('Act290', 173).
start('Act291', 91).
start('Act292', 83).
start('Act293', 134).
start('Act294', 77).
start('Act295', 119).
start('Act296', 118).
start('Act297', 141).
start('Act298', 81).
start('Act299', 140).
start('Act300', 78).
start('Act301', 24).
start('Act302', 133).
start('Act303', 117).
start('Act304', 45).
start('Act305', 35).
start('Act306', 78).
start('Act307', 171).
start('Act308', 136).
start('Act309', 139).
start('Act310', 48).
start('Act311', 25).
start('Act312', 186).
start('Act313', 133).
start('Act314', 58).
start('Act315', 76).
start('Act316', 86).
start('Act317', 83).
start('Act318', 92).
start('Act319', 114).
start('Act320', 181).
start('Act321', 166).
start('Act322', 127).
start('Act323', 74).
start('Act324', 55).
start('Act325', 31).
start('Act326', 54).
start('Act327', 63).
start('Act328', 138).
start('Act329', 53).
start('Act330', 51).
start('Act331', 127).
start('Act332', 87).
start('Act333', 85).
start('Act334', 91).
start('Act335', 183).
start('Act336', 51).
start('Act337', 122).
start('Act338', 49).
start('Act339', 28).
start('Act340', 27).
start('Act341', 90).
start('Act342', 136).
start('Act343', 112).
start('Act344', 116).
start('Act345', 121).
start('Act346', 109).
start('Act347', 142).
start('Act348', 74).
start('Act349', 85).
start('Act350', 183).
start('Act351', 74).
start('Act352', 98).
start('Act353', 82).
start('Act354', 72).
start('Act355', 105).
start('Act356', 77).
start('Act357', 67).
start('Act358', 137).
start('Act359', 30).
start('Act360', 50).
start('Act361', 104).
start('Act362', 117).
start('Act363', 72).
start('Act364', 82).
start('Act365', 0).
start('Act366', 11).
start('Act367', 18).
start('Act368', 36).
start('Act369', 22).
start('Act370', 131).
start('Act371', 106).
start('Act372', 116).
start('Act373', 81).
start('Act374', 114).
start('Act375', 100).
start('Act376', 98).
start('Act377', 66).
start('Act378', 11).
start('Act379', 96).
start('Act380', 81).
start('Act381', 46).
start('Act382', 168).
start('Act383', 128).
start('Act384', 95).
start('Act385', 161).
start('Act386', 66).
start('Act387', 114).
start('Act388', 48).
start('Act389', 94).
start('Act390', 113).
start('Act391', 47).
start('Act392', 165).
start('Act393', 34).
start('Act394', 44).
start('Act395', 29).
start('Act396', 63).
start('Act397', 47).
start('Act398', 17).
start('Act399', 80).
start('Act400', 91).
start('Act401', 80).
start('Act402', 156).
start('Act403', 89).
start('Act404', 71).
start('Act405', 111).
start('Act406', 180).
start('Act407', 155).
start('Act408', 79).
start('Act409', 180).
start('Act410', 110).
start('Act411', 109).
start('Act412', 87).
start('Act413', 128).
start('Act414', 177).
start('Act415', 138).
start('Act416', 47).
start('Act417', 62).
start('Act418', 76).
start('Act419', 172).
start('Act420', 77).
start('Act421', 61).
start('Act422', 105).
start('Act423', 77).
start('Act424', 152).
start('Act425', 68).
start('Act426', 62).
start('Act427', 172).
start('Act428', 126).
start('Act429', 61).
start('Act430', 120).
start('Act431', 3).
start('Act432', 59).
start('Act433', 126).
start('Act434', 45).
start('Act435', 84).
start('Act436', 104).
start('Act437', 125).
start('Act438', 175).
start('Act439', 168).
start('Act440', 83).
start('Act441', 74).
start('Act442', 119).
start('Act443', 59).
start('Act444', 166).
start('Act445', 81).
start('Act446', 61).
start('Act447', 75).
start('Act448', 57).
start('Act449', 56).
start('Act450', 162).
start('Act451', 56).
start('Act452', 72).
start('Act453', 160).
start('Act454', 58).
start('Act455', 80).
start('Act456', 58).
start('Act457', 122).
start('Act458', 45).
start('Act459', 54).
start('Act460', 121).
start('Act461', 57).
start('Act462', 119).
start('Act463', 104).
start('Act464', 24).
start('Act465', 80).
start('Act466', 161).
start('Act467', 121).
start('Act468', 43).
start('Act469', 73).
start('Act470', 116).
start('Act471', 53).
start('Act472', 78).
start('Act473', 108).
start('Act474', 158).
start('Act475', 158).
start('Act476', 51).
start('Act477', 82).
start('Act478', 72).
start('Act479', 48).
start('Act480', 78).
start('Act481', 76).
start('Act482', 53).
start('Act483', 70).
start('Act484', 76).
start('Act485', 71).
start('Act486', 101).
start('Act487', 70).
start('Act488', 69).
start('Act489', 159).
start('Act490', 115).
start('Act491', 44).
start('Act492', 51).
start('Act493', 192).
start('Act494', 69).
start('Act495', 68).
start('Act496', 42).
start('Act497', 70).
start('Act498', 38).
start('Act499', 82).
start('Act500', 157).

crane('Act5', crane1).
crane('Act15', crane2).
crane('Act16', crane1).
crane('Act22', crane1).
crane('Act31', crane1).
crane('Act36', crane1).
crane('Act37', crane1).
crane('Act46', crane2).
crane('Act47', crane1).
crane('Act59', crane1).
crane('Act60', crane2).
crane('Act67', crane2).
crane('Act76', crane2).
crane('Act79', crane2).
crane('Act80', crane1).
crane('Act81', crane2).
crane('Act86', crane2).
crane('Act87', crane2).
crane('Act93', crane2).
crane('Act95', crane1).
crane('Act107', crane1).
crane('Act113', crane1).
crane('Act116', crane2).
crane('Act118', crane2).
crane('Act121', crane2).
crane('Act125', crane1).
crane('Act127', crane2).
crane('Act131', crane1).
crane('Act140', crane1).
crane('Act143', crane1).
crane('Act144', crane2).
crane('Act157', crane1).
crane('Act160', crane2).
crane('Act163', crane2).
crane('Act169', crane1).
crane('Act189', crane2).
crane('Act191', crane1).
crane('Act192', crane1).
crane('Act197', crane2).
crane('Act202', crane1).
crane('Act205', crane1).
crane('Act212', crane2).
crane('Act220', crane2).
crane('Act223', crane2).
crane('Act226', crane1).
crane('Act231', crane2).
crane('Act233', crane2).
crane('Act236', crane2).
crane('Act241', crane1).
crane('Act245', crane1).
crane('Act262', crane2).
crane('Act282', crane1).
crane('Act290', crane1).
crane('Act294', crane2).
crane('Act296', crane1).
crane('Act303', crane1).
crane('Act307', crane2).
crane('Act310', crane2).
crane('Act311', crane2).
crane('Act318', crane1).
crane('Act320', crane1).
crane('Act321', crane1).
crane('Act327', crane1).
crane('Act334', crane1).
crane('Act341', crane2).
crane('Act343', crane1).
crane('Act344', crane1).
crane('Act349', crane2).
crane('Act352', crane1).
crane('Act356', crane1).
crane('Act371', crane1).
crane('Act382', crane2).
crane('Act385', crane1).
crane('Act392', crane2).
crane('Act394', crane2).
crane('Act395', crane1).
crane('Act402', crane2).
crane('Act404', crane2).
crane('Act407', crane1).
crane('Act409', crane2).
crane('Act412', crane1).
crane('Act424', crane1).
crane('Act430', crane1).
crane('Act438', crane2).
crane('Act441', crane2).
crane('Act452', crane1).
crane('Act462', crane1).
crane('Act489', crane2).
