start('Act1', 0).
start('Act124', 1).
start('Act125', 46).
start('Act126', 13).
start('Act127', 21).
start('Act128', 3).
start('Act129', 123).
start('Act130', 249).
start('Act131', 0).
start('Act132', 103).
start('Act133', 28).
start('Act134', 130).
start('Act135', 57).
start('Act136', 30).
start('Act137', 168).
start('Act138', 174).
start('Act139', 10).
start('Act140', 119).
start('Act141', 53).
start('Act142', 106).
start('Act143', 158).
start('Act144', 41).
start('Act145', 216).
start('Act146', 133).
start('Act147', 10).
start('Act148', 83).
start('Act149', 45).
start('Act150', 44).
start('Act151', 123).
start('Act152', 136).
start('Act153', 46).
start('Act154', 16).
start('Act155', 165).
start('Act156', 96).
start('Act157', 62).
start('Act158', 112).
start('Act159', 7).
start('Act160', 54).
start('Act161', 66).
start('Act162', 22).
start('Act163', 125).
start('Act164', 65).
start('Act165', 250).
start('Act166', 116).
start('Act167', 168).
start('Act168', 52).
start('Act169', 52).
start('Act170', 79).
start('Act171', 31).
start('Act172', 58).
start('Act173', 117).
start('Act174', 199).
start('Act175', 77).
start('Act176', 132).
start('Act177', 66).
start('Act178', 28).
start('Act179', 118).
start('Act180', 116).
start('Act181', 185).
start('Act182', 9).
start('Act183', 52).
start('Act184', 120).
start('Act185', 28).
start('Act186', 161).
start('Act187', 172).
start('Act188', 63).
start('Act189', 89).
start('Act190', 48).
start('Act191', 24).
start('Act192', 97).
start('Act193', 175).
start('Act194', 240).
start('Act195', 50).
start('Act196', 9).
start('Act197', 186).
start('Act198', 112).
start('Act199', 2).
start('Act200', 77).
start('Act201', 8).
start('Act202', 31).
start('Act203', 161).
start('Act204', 181).
start('Act205', 197).
start('Act206', 246).
start('Act207', 246).
start('Act208', 122).
start('Act209', 27).
start('Act210', 45).
start('Act211', 110).
start('Act212', 60).
start('Act213', 36).
start('Act214', 241).
start('Act215', 113).
start('Act216', 43).
start('Act217', 38).
start('Act218', 24).
start('Act219', 235).
start('Act220', 40).
start('Act221', 59).
start('Act222', 100).
start('Act223', 164).
start('Act224', 80).
start('Act225', 103).
start('Act226', 20).
start('Act227', 166).
start('Act228', 127).
start('Act229', 107).
start('Act230', 74).
start('Act231', 127).
start('Act232', 106).
start('Act233', 81).
start('Act234', 111).
start('Act235', 72).
start('Act236', 154).
start('Act237', 195).
start('Act238', 158).
start('Act239', 30).
start('Act240', 235).
start('Act241', 157).
start('Act242', 113).
start('Act243', 43).
start('Act244', 231).
start('Act245', 103).
start('Act246', 69).
start('Act247', 34).
start('Act248', 32).
start('Act249', 101).
start('Act250', 120).
start('Act251', 117).
start('Act252', 123).
start('Act253', 93).
start('Act254', 86).
start('Act255', 71).
start('Act256', 97).
start('Act257', 230).
start('Act258', 100).
start('Act259', 97).
start('Act260', 101).
start('Act261', 186).
start('Act262', 41).
start('Act263', 69).
start('Act264', 82).
start('Act265', 68).
start('Act266', 209).
start('Act267', 225).
start('Act268', 207).
start('Act269', 98).
start('Act270', 63).
start('Act271', 75).
start('Act272', 96).
start('Act273', 27).
start('Act274', 105).
start('Act275', 96).
start('Act276', 48).
start('Act277', 162).
start('Act278', 53).
start('Act279', 219).
start('Act280', 105).
start('Act281', 216).
start('Act282', 190).
start('Act283', 185).
start('Act284', 86).
start('Act285', 121).
start('Act286', 115).
start('Act287', 68).
start('Act288', 83).
start('Act289', 96).
start('Act290', 115).
start('Act291', 49).
start('Act292', 122).
start('Act293', 100).
start('Act294', 120).
start('Act295', 111).
start('Act296', 100).
start('Act297', 93).
start('Act298', 249).
start('Act299', 87).
start('Act300', 85).
start('Act301', 31).
start('Act302', 30).
start('Act303', 94).
start('Act304', 92).
start('Act305', 63).
start('Act306', 75).
start('Act307', 207).
start('Act308', 111).
start('Act309', 166).
start('Act310', 63).
start('Act311', 153).
start('Act312', 189).
start('Act313', 96).
start('Act314', 68).
start('Act315', 96).
start('Act316', 105).
start('Act317', 150).
start('Act318', 62).
start('Act319', 139).
start('Act320', 18).
start('Act321', 187).
start('Act322', 59).
start('Act323', 61).
start('Act324', 70).
start('Act325', 77).
start('Act326', 224).
start('Act327', 65).
start('Act328', 218).
start('Act329', 110).
start('Act330', 106).
start('Act331', 109).
start('Act332', 94).
start('Act333', 203).
start('Act334', 180).
start('Act335', 106).
start('Act336', 171).
start('Act337', 170).
start('Act338', 159).
start('Act339', 92).
start('Act340', 91).
start('Act341', 131).
start('Act342', 112).
start('Act343', 154).
start('Act344', 77).
start('Act345', 129).
start('Act346', 151).
start('Act347', 188).
start('Act348', 160).
start('Act349', 179).
start('Act350', 86).
start('Act351', 61).
start('Act352', 72).
start('Act353', 18).
start('Act354', 141).
start('Act355', 71).
start('Act356', 85).
start('Act357', 75).
start('Act358', 59).
start('Act359', 158).
start('Act360', 26).
start('Act361', 144).
start('Act362', 81).
start('Act363', 78).
start('Act364', 211).
start('Act365', 130).
start('Act366', 106).
start('Act367', 78).
start('Act368', 44).
start('Act369', 128).
start('Act370', 147).
start('Act371', 109).
start('Act372', 86).
start('Act373', 70).
start('Act374', 135).
start('Act375', 166).
start('Act376', 36).
start('Act377', 133).
start('Act378', 60).
start('Act379', 69).
start('Act380', 183).
start('Act381', 188).
start('Act382', 188).
start('Act383', 130).
start('Act384', 59).
start('Act385', 75).
start('Act386', 162).
start('Act387', 103).
start('Act388', 127).
start('Act389', 151).
start('Act390', 127).
start('Act391', 148).
start('Act392', 149).
start('Act393', 216).
start('Act394', 193).
start('Act395', 207).
start('Act396', 69).
start('Act397', 66).
start('Act398', 66).
start('Act399', 83).
start('Act400', 174).
start('Act401', 90).
start('Act402', 93).
start('Act403', 183).
start('Act404', 105).
start('Act405', 65).
start('Act406', 170).
start('Act407', 21).
start('Act408', 39).
start('Act409', 91).
start('Act410', 70).
start('Act411', 90).
start('Act412', 170).
start('Act413', 91).
start('Act414', 91).
start('Act415', 87).
start('Act416', 90).
start('Act417', 79).
start('Act418', 130).
start('Act419', 186).
start('Act420', 166).
start('Act421', 84).
start('Act422', 58).
start('Act423', 89).
start('Act424', 79).
start('Act425', 57).
start('Act426', 146).
start('Act427', 115).
start('Act428', 83).
start('Act429', 50).
start('Act430', 76).
start('Act431', 168).
start('Act432', 75).
start('Act433', 121).
start('Act434', 159).
start('Act435', 118).
start('Act436', 179).
start('Act437', 49).
start('Act438', 73).
start('Act439', 165).
start('Act440', 214).
start('Act441', 205).
start('Act442', 200).
start('Act443', 199).
start('Act444', 192).
start('Act445', 145).
start('Act446', 48).
start('Act447', 157).
start('Act448', 37).
start('Act449', 154).
start('Act450', 18).
start('Act451', 73).
start('Act452', 88).
start('Act453', 207).
start('Act454', 77).
start('Act455', 145).
start('Act456', 153).
start('Act457', 55).
start('Act458', 37).
start('Act459', 125).
start('Act460', 58).
start('Act461', 153).
start('Act462', 71).
start('Act463', 86).
start('Act464', 14).
start('Act465', 198).
start('Act466', 188).
start('Act467', 137).
start('Act468', 151).
start('Act469', 67).
start('Act470', 204).
start('Act471', 66).
start('Act472', 62).
start('Act473', 139).
start('Act474', 81).
start('Act475', 178).
start('Act476', 139).
start('Act477', 55).
start('Act478', 116).
start('Act479', 25).
start('Act480', 83).
start('Act481', 197).
start('Act482', 114).
start('Act483', 143).
start('Act484', 175).
start('Act485', 77).
start('Act486', 150).
start('Act487', 123).
start('Act488', 12).
start('Act489', 176).
start('Act490', 175).
start('Act491', 145).
start('Act492', 207).
start('Act493', 111).
start('Act494', 79).
start('Act495', 126).
start('Act496', 140).
start('Act497', 133).
start('Act498', 144).
start('Act499', 127).
start('Act500', 32).

crane('Act2', crane1).
crane('Act3', crane2).
crane('Act5', crane1).
crane('Act12', crane1).
crane('Act16', crane2).
crane('Act19', crane2).
crane('Act22', crane2).
crane('Act30', crane2).
crane('Act33', crane2).
crane('Act34', crane1).
crane('Act38', crane2).
crane('Act42', crane2).
crane('Act43', crane1).
crane('Act44', crane2).
crane('Act45', crane2).
crane('Act50', crane2).
crane('Act56', crane1).
crane('Act58', crane2).
crane('Act62', crane2).
crane('Act70', crane1).
crane('Act72', crane1).
crane('Act78', crane2).
crane('Act84', crane2).
crane('Act87', crane2).
crane('Act89', crane1).
crane('Act94', crane2).
crane('Act102', crane1).
crane('Act103', crane1).
crane('Act112', crane2).
crane('Act114', crane1).
crane('Act122', crane1).
crane('Act125', crane2).
crane('Act126', crane2).
crane('Act132', crane1).
crane('Act137', crane2).
crane('Act142', crane2).
crane('Act147', crane2).
crane('Act154', crane1).
crane('Act155', crane2).
crane('Act156', crane2).
crane('Act169', crane1).
crane('Act172', crane1).
crane('Act175', crane2).
crane('Act177', crane1).
crane('Act181', crane1).
crane('Act189', crane1).
crane('Act192', crane1).
crane('Act194', crane2).
crane('Act202', crane1).
crane('Act203', crane1).
crane('Act214', crane1).
crane('Act219', crane2).
crane('Act226', crane2).
crane('Act227', crane1).
crane('Act240', crane1).
crane('Act241', crane1).
crane('Act244', crane1).
crane('Act253', crane1).
crane('Act255', crane2).
crane('Act257', crane2).
crane('Act265', crane1).
crane('Act266', crane1).
crane('Act267', crane1).
crane('Act271', crane1).
crane('Act279', crane1).
crane('Act288', crane1).
crane('Act289', crane1).
crane('Act292', crane1).
crane('Act294', crane1).
crane('Act310', crane1).
crane('Act317', crane2).
crane('Act319', crane2).
crane('Act326', crane2).
crane('Act328', crane2).
crane('Act333', crane1).
crane('Act343', crane2).
crane('Act346', crane1).
crane('Act354', crane1).
crane('Act361', crane2).
crane('Act364', crane2).
crane('Act365', crane1).
crane('Act367', crane2).
crane('Act370', crane1).
crane('Act374', crane1).
crane('Act377', crane2).
crane('Act393', crane2).
crane('Act394', crane2).
crane('Act395', crane1).
crane('Act419', crane2).
crane('Act427', crane2).
crane('Act433', crane2).
crane('Act435', crane1).
crane('Act440', crane1).
crane('Act441', crane2).
crane('Act442', crane1).
crane('Act443', crane1).
crane('Act444', crane2).
crane('Act446', crane2).
crane('Act459', crane1).
crane('Act465', crane2).
crane('Act466', crane1).
crane('Act470', crane2).
crane('Act478', crane1).
crane('Act481', crane2).
crane('Act482', crane1).
crane('Act487', crane1).
crane('Act493', crane2).
