start('Act1', 0).
start('Act355', 66).
start('Act356', 83).
start('Act357', 28).
start('Act358', 141).
start('Act359', 112).
start('Act360', 112).
start('Act361', 130).
start('Act362', 140).
start('Act363', 84).
start('Act364', 59).
start('Act365', 93).
start('Act366', 108).
start('Act367', 58).
start('Act368', 105).
start('Act369', 134).
start('Act370', 46).
start('Act371', 57).
start('Act372', 94).
start('Act373', 102).
start('Act374', 57).
start('Act375', 82).
start('Act376', 63).
start('Act377', 65).
start('Act378', 35).
start('Act379', 52).
start('Act380', 58).
start('Act381', 102).
start('Act382', 54).
start('Act383', 62).
start('Act384', 45).
start('Act385', 62).
start('Act386', 60).
start('Act387', 26).
start('Act388', 48).
start('Act389', 103).
start('Act390', 64).
start('Act391', 110).
start('Act392', 52).
start('Act393', 100).
start('Act394', 63).
start('Act395', 79).
start('Act396', 88).
start('Act397', 45).
start('Act398', 59).
start('Act399', 44).
start('Act400', 40).

crane('Act3', crane1).
crane('Act8', crane1).
crane('Act23', crane1).
crane('Act26', crane2).
crane('Act27', crane1).
crane('Act31', crane1).
crane('Act39', crane1).
crane('Act63', crane1).
crane('Act64', crane1).
crane('Act66', crane1).
crane('Act78', crane1).
crane('Act89', crane2).
crane('Act95', crane1).
crane('Act101', crane1).
crane('Act103', crane2).
crane('Act106', crane2).
crane('Act109', crane2).
crane('Act110', crane1).
crane('Act113', crane2).
crane('Act122', crane1).
crane('Act123', crane1).
crane('Act126', crane2).
crane('Act127', crane1).
crane('Act129', crane2).
crane('Act135', crane1).
crane('Act150', crane1).
crane('Act154', crane1).
crane('Act156', crane1).
crane('Act157', crane1).
crane('Act158', crane2).
crane('Act166', crane2).
crane('Act168', crane1).
crane('Act172', crane1).
crane('Act181', crane2).
crane('Act183', crane2).
crane('Act186', crane1).
crane('Act192', crane1).
crane('Act203', crane2).
crane('Act204', crane1).
crane('Act205', crane2).
crane('Act214', crane2).
crane('Act215', crane1).
crane('Act219', crane1).
crane('Act232', crane1).
crane('Act234', crane1).
crane('Act239', crane2).
crane('Act241', crane2).
crane('Act248', crane2).
crane('Act249', crane2).
crane('Act250', crane1).
crane('Act261', crane2).
crane('Act265', crane1).
crane('Act285', crane2).
crane('Act286', crane1).
crane('Act300', crane2).
crane('Act302', crane2).
crane('Act303', crane2).
crane('Act309', crane2).
crane('Act315', crane1).
crane('Act319', crane2).
crane('Act323', crane2).
crane('Act325', crane2).
crane('Act327', crane2).
crane('Act332', crane2).
crane('Act335', crane1).
crane('Act338', crane1).
crane('Act346', crane2).
crane('Act349', crane2).
crane('Act351', crane2).
crane('Act353', crane1).
crane('Act356', crane1).
crane('Act358', crane1).
crane('Act361', crane2).
crane('Act362', crane1).
crane('Act369', crane1).
crane('Act380', crane1).
crane('Act399', crane2).
