start('Act1', 1).
start('Act124', 42).
start('Act125', 6).
start('Act126', 34).
start('Act127', 39).
start('Act128', 65).
start('Act129', 46).
start('Act130', 128).
start('Act131', 80).
start('Act132', 11).
start('Act133', 172).
start('Act134', 99).
start('Act135', 161).
start('Act136', 40).
start('Act137', 29).
start('Act138', 14).
start('Act139', 13).
start('Act140', 48).
start('Act141', 133).
start('Act142', 149).
start('Act143', 140).
start('Act144', 0).
start('Act145', 104).
start('Act146', 26).
start('Act147', 137).
start('Act148', 81).
start('Act149', 4).
start('Act150', 0).
start('Act151', 34).
start('Act152', 35).
start('Act153', 38).
start('Act154', 127).
start('Act155', 17).
start('Act156', 8).
start('Act157', 127).
start('Act158', 104).
start('Act159', 27).
start('Act160', 87).
start('Act161', 139).
start('Act162', 89).
start('Act163', 129).
start('Act164', 71).
start('Act165', 131).
start('Act166', 72).
start('Act167', 50).
start('Act168', 106).
start('Act169', 163).
start('Act170', 95).
start('Act171', 11).
start('Act172', 117).
start('Act173', 180).
start('Act174', 95).
start('Act175', 78).
start('Act176', 19).
start('Act177', 89).
start('Act178', 99).
start('Act179', 64).
start('Act180', 58).
start('Act181', 42).
start('Act182', 50).
start('Act183', 40).
start('Act184', 62).
start('Act185', 40).
start('Act186', 33).
start('Act187', 87).
start('Act188', 18).
start('Act189', 19).
start('Act190', 58).
start('Act191', 99).
start('Act192', 106).
start('Act193', 36).
start('Act194', 95).
start('Act195', 16).
start('Act196', 159).
start('Act197', 20).
start('Act198', 113).
start('Act199', 156).
start('Act200', 50).
start('Act201', 25).
start('Act202', 56).
start('Act203', 93).
start('Act204', 93).
start('Act205', 59).
start('Act206', 90).
start('Act207', 44).
start('Act208', 21).
start('Act209', 78).
start('Act210', 75).
start('Act211', 143).
start('Act212', 49).
start('Act213', 18).
start('Act214', 86).
start('Act215', 90).
start('Act216', 25).
start('Act217', 42).
start('Act218', 85).
start('Act219', 46).
start('Act220', 136).
start('Act221', 16).
start('Act222', 37).
start('Act223', 126).
start('Act224', 100).
start('Act225', 110).
start('Act226', 148).
start('Act227', 88).
start('Act228', 51).
start('Act229', 141).
start('Act230', 99).
start('Act231', 29).
start('Act232', 59).
start('Act233', 17).
start('Act234', 140).
start('Act235', 74).
start('Act236', 71).
start('Act237', 36).
start('Act238', 113).
start('Act239', 101).
start('Act240', 123).
start('Act241', 104).
start('Act242', 122).
start('Act243', 20).
start('Act244', 100).
start('Act245', 148).
start('Act246', 49).
start('Act247', 81).
start('Act248', 103).
start('Act249', 113).
start('Act250', 34).
start('Act251', 108).
start('Act252', 133).
start('Act253', 25).
start('Act254', 79).
start('Act255', 144).
start('Act256', 85).
start('Act257', 4).
start('Act258', 6).
start('Act259', 92).
start('Act260', 122).
start('Act261', 121).
start('Act262', 44).
start('Act263', 54).
start('Act264', 55).
start('Act265', 112).
start('Act266', 135).
start('Act267', 154).
start('Act268', 46).
start('Act269', 53).
start('Act270', 132).
start('Act271', 88).
start('Act272', 74).
start('Act273', 96).
start('Act274', 8).
start('Act275', 91).
start('Act276', 77).
start('Act277', 73).
start('Act278', 120).
start('Act279', 76).
start('Act280', 136).
start('Act281', 88).
start('Act282', 76).
start('Act283', 119).
start('Act284', 124).
start('Act285', 92).
start('Act286', 116).
start('Act287', 45).
start('Act288', 100).
start('Act289', 85).
start('Act290', 49).
start('Act291', 150).
start('Act292', 43).
start('Act293', 153).
start('Act294', 41).
start('Act295', 88).
start('Act296', 34).
start('Act297', 132).
start('Act298', 87).
start('Act299', 14).
start('Act300', 124).
start('Act301', 70).
start('Act302', 96).
start('Act303', 78).
start('Act304', 52).
start('Act305', 70).
start('Act306', 86).
start('Act307', 33).
start('Act308', 107).
start('Act309', 50).
start('Act310', 41).
start('Act311', 134).
start('Act312', 20).
start('Act313', 82).
start('Act314', 144).
start('Act315', 109).
start('Act316', 128).
start('Act317', 92).
start('Act318', 81).
start('Act319', 33).
start('Act320', 28).
start('Act321', 81).
start('Act322', 74).
start('Act323', 146).
start('Act324', 104).
start('Act325', 84).
start('Act326', 72).
start('Act327', 85).
start('Act328', 40).
start('Act329', 135).
start('Act330', 67).
start('Act331', 70).
start('Act332', 134).
start('Act333', 66).
start('Act334', 158).
start('Act335', 65).
start('Act336', 133).
start('Act337', 50).
start('Act338', 40).
start('Act339', 64).
start('Act340', 81).
start('Act341', 116).
start('Act342', 32).
start('Act343', 31).
start('Act344', 133).
start('Act345', 119).
start('Act346', 31).
start('Act347', 113).
start('Act348', 78).
start('Act349', 63).
start('Act350', 45).
start('Act351', 80).
start('Act352', 66).
start('Act353', 65).
start('Act354', 77).
start('Act355', 82).
start('Act356', 112).
start('Act357', 130).
start('Act358', 39).
start('Act359', 69).
start('Act360', 39).
start('Act361', 105).
start('Act362', 75).
start('Act363', 85).
start('Act364', 26).
start('Act365', 24).
start('Act366', 83).
start('Act367', 67).
start('Act368', 120).
start('Act369', 67).
start('Act370', 65).
start('Act371', 35).
start('Act372', 118).
start('Act373', 24).
start('Act374', 139).
start('Act375', 35).
start('Act376', 34).
start('Act377', 32).
start('Act378', 60).
start('Act379', 141).
start('Act380', 84).
start('Act381', 73).
start('Act382', 82).
start('Act383', 31).
start('Act384', 29).
start('Act385', 82).
start('Act386', 73).
start('Act387', 28).
start('Act388', 63).
start('Act389', 55).
start('Act390', 110).
start('Act391', 63).
start('Act392', 60).
start('Act393', 22).
start('Act394', 61).
start('Act395', 103).
start('Act396', 21).
start('Act397', 68).
start('Act398', 86).
start('Act399', 21).
start('Act400', 108).

crane('Act2', crane2).
crane('Act6', crane1).
crane('Act8', crane1).
crane('Act10', crane1).
crane('Act20', crane2).
crane('Act27', crane1).
crane('Act34', crane2).
crane('Act36', crane2).
crane('Act47', crane2).
crane('Act49', crane2).
crane('Act52', crane1).
crane('Act58', crane1).
crane('Act60', crane2).
crane('Act62', crane1).
crane('Act64', crane1).
crane('Act66', crane1).
crane('Act70', crane1).
crane('Act74', crane1).
crane('Act75', crane1).
crane('Act76', crane1).
crane('Act82', crane1).
crane('Act83', crane1).
crane('Act84', crane1).
crane('Act87', crane2).
crane('Act89', crane1).
crane('Act100', crane1).
crane('Act107', crane2).
crane('Act108', crane1).
crane('Act110', crane1).
crane('Act122', crane2).
crane('Act127', crane2).
crane('Act135', crane1).
crane('Act140', crane1).
crane('Act147', crane2).
crane('Act151', crane1).
crane('Act164', crane2).
crane('Act166', crane1).
crane('Act169', crane2).
crane('Act196', crane2).
crane('Act199', crane1).
crane('Act223', crane1).
crane('Act225', crane1).
crane('Act237', crane2).
crane('Act245', crane1).
crane('Act246', crane2).
crane('Act249', crane1).
crane('Act251', crane1).
crane('Act258', crane2).
crane('Act262', crane1).
crane('Act265', crane2).
crane('Act267', crane2).
crane('Act275', crane1).
crane('Act276', crane2).
crane('Act279', crane1).
crane('Act280', crane2).
crane('Act281', crane2).
crane('Act284', crane2).
crane('Act288', crane1).
crane('Act291', crane2).
crane('Act293', crane1).
crane('Act297', crane1).
crane('Act299', crane1).
crane('Act302', crane2).
crane('Act312', crane1).
crane('Act314', crane2).
crane('Act317', crane2).
crane('Act323', crane1).
crane('Act324', crane1).
crane('Act334', crane2).
crane('Act340', crane2).
crane('Act344', crane2).
crane('Act351', crane2).
crane('Act357', crane1).
crane('Act368', crane1).
crane('Act374', crane2).
crane('Act379', crane1).
crane('Act397', crane1).
crane('Act398', crane2).
