start('Act1', 0).
start('Act260', 96).
start('Act261', 5).
start('Act262', 44).
start('Act263', 99).
start('Act264', 158).
start('Act265', 58).
start('Act266', 117).
start('Act267', 82).
start('Act268', 38).
start('Act269', 156).
start('Act270', 6).
start('Act271', 4).
start('Act272', 97).
start('Act273', 67).
start('Act274', 101).
start('Act275', 78).
start('Act276', 3).
start('Act277', 44).
start('Act278', 88).
start('Act279', 152).
start('Act280', 58).
start('Act281', 62).
start('Act282', 60).
start('Act283', 88).
start('Act284', 76).
start('Act285', 16).
start('Act286', 102).
start('Act287', 77).
start('Act288', 57).
start('Act289', 42).
start('Act290', 41).
start('Act291', 96).
start('Act292', 99).
start('Act293', 61).
start('Act294', 9).
start('Act295', 150).
start('Act296', 38).
start('Act297', 142).
start('Act298', 32).
start('Act299', 141).
start('Act300', 37).
start('Act301', 93).
start('Act302', 183).
start('Act303', 38).
start('Act304', 87).
start('Act305', 75).
start('Act306', 92).
start('Act307', 16).
start('Act308', 85).
start('Act309', 56).
start('Act310', 105).
start('Act311', 146).
start('Act312', 51).
start('Act313', 94).
start('Act314', 53).
start('Act315', 109).
start('Act316', 104).
start('Act317', 0).
start('Act318', 51).
start('Act319', 80).
start('Act320', 12).
start('Act321', 60).
start('Act322', 50).
start('Act323', 183).
start('Act324', 36).
start('Act325', 35).
start('Act326', 76).
start('Act327', 45).
start('Act328', 45).
start('Act329', 71).
start('Act330', 34).
start('Act331', 33).
start('Act332', 86).
start('Act333', 86).
start('Act334', 102).
start('Act335', 31).
start('Act336', 87).
start('Act337', 97).
start('Act338', 65).
start('Act339', 80).
start('Act340', 26).
start('Act341', 50).
start('Act342', 64).
start('Act343', 30).
start('Act344', 49).
start('Act345', 32).
start('Act346', 98).
start('Act347', 98).
start('Act348', 76).
start('Act349', 83).
start('Act350', 99).
start('Act351', 30).
start('Act352', 81).
start('Act353', 86).
start('Act354', 68).
start('Act355', 75).
start('Act356', 50).
start('Act357', 81).
start('Act358', 49).
start('Act359', 26).
start('Act360', 79).
start('Act361', 80).
start('Act362', 47).
start('Act363', 140).
start('Act364', 79).
start('Act365', 96).
start('Act366', 74).
start('Act367', 85).
start('Act368', 74).
start('Act369', 10).
start('Act370', 139).
start('Act371', 45).
start('Act372', 40).
start('Act373', 56).
start('Act374', 29).
start('Act375', 23).
start('Act376', 22).
start('Act377', 94).
start('Act378', 73).
start('Act379', 43).
start('Act380', 137).
start('Act381', 65).
start('Act382', 63).
start('Act383', 134).
start('Act384', 56).
start('Act385', 136).
start('Act386', 42).
start('Act387', 76).
start('Act388', 53).
start('Act389', 39).
start('Act390', 29).
start('Act391', 74).
start('Act392', 94).
start('Act393', 129).
start('Act394', 42).
start('Act395', 73).
start('Act396', 90).
start('Act397', 54).
start('Act398', 72).
start('Act399', 36).
start('Act400', 17).

crane('Act3', crane2).
crane('Act5', crane1).
crane('Act15', crane1).
crane('Act18', crane1).
crane('Act20', crane2).
crane('Act22', crane1).
crane('Act31', crane2).
crane('Act32', crane2).
crane('Act33', crane2).
crane('Act35', crane1).
crane('Act39', crane1).
crane('Act40', crane1).
crane('Act43', crane1).
crane('Act53', crane1).
crane('Act56', crane2).
crane('Act64', crane2).
crane('Act68', crane1).
crane('Act75', crane2).
crane('Act81', crane1).
crane('Act84', crane2).
crane('Act86', crane2).
crane('Act93', crane2).
crane('Act98', crane2).
crane('Act106', crane1).
crane('Act107', crane2).
crane('Act116', crane1).
crane('Act117', crane2).
crane('Act118', crane1).
crane('Act123', crane1).
crane('Act141', crane2).
crane('Act144', crane1).
crane('Act146', crane1).
crane('Act148', crane2).
crane('Act154', crane2).
crane('Act159', crane1).
crane('Act166', crane2).
crane('Act169', crane2).
crane('Act172', crane1).
crane('Act179', crane2).
crane('Act181', crane2).
crane('Act183', crane1).
crane('Act191', crane2).
crane('Act194', crane1).
crane('Act197', crane2).
crane('Act198', crane1).
crane('Act202', crane1).
crane('Act207', crane2).
crane('Act208', crane2).
crane('Act216', crane2).
crane('Act218', crane1).
crane('Act222', crane2).
crane('Act234', crane1).
crane('Act236', crane1).
crane('Act242', crane2).
crane('Act246', crane2).
crane('Act254', crane2).
crane('Act259', crane1).
crane('Act264', crane1).
crane('Act266', crane2).
crane('Act269', crane2).
crane('Act270', crane1).
crane('Act271', crane2).
crane('Act274', crane2).
crane('Act279', crane1).
crane('Act284', crane2).
crane('Act291', crane1).
crane('Act295', crane2).
crane('Act297', crane1).
crane('Act299', crane1).
crane('Act306', crane1).
crane('Act313', crane1).
crane('Act315', crane1).
crane('Act321', crane2).
crane('Act329', crane2).
crane('Act336', crane2).
crane('Act352', crane2).
crane('Act353', crane1).
crane('Act354', crane2).
crane('Act355', crane1).
crane('Act356', crane2).
crane('Act363', crane2).
crane('Act370', crane1).
crane('Act380', crane1).
crane('Act383', crane2).
crane('Act385', crane1).
crane('Act393', crane2).
crane('Act396', crane2).
