start('Act1', 0).
start('Act245', 99).
start('Act246', 54).
start('Act247', 19).
start('Act248', 53).
start('Act249', 87).
start('Act250', 118).
start('Act251', 97).
start('Act252', 110).
start('Act253', 93).
start('Act254', 48).
start('Act255', 93).
start('Act256', 43).
start('Act257', 72).
start('Act258', 80).
start('Act259', 98).
start('Act260', 113).
start('Act261', 46).
start('Act262', 70).
start('Act263', 52).
start('Act264', 79).
start('Act265', 69).
start('Act266', 83).
start('Act267', 107).
start('Act268', 51).
start('Act269', 48).
start('Act270', 69).
start('Act271', 89).
start('Act272', 86).
start('Act273', 77).
start('Act274', 50).
start('Act275', 37).
start('Act276', 76).
start('Act277', 40).
start('Act278', 88).
start('Act279', 58).
start('Act280', 42).
start('Act281', 33).
start('Act282', 73).
start('Act283', 38).
start('Act284', 83).
start('Act285', 73).
start('Act286', 33).
start('Act287', 27).
start('Act288', 67).
start('Act289', 86).
start('Act290', 48).
start('Act291', 79).
start('Act292', 41).
start('Act293', 47).
start('Act294', 71).
start('Act295', 92).
start('Act296', 63).
start('Act297', 65).
start('Act298', 77).
start('Act299', 64).
start('Act300', 32).

crane('Act13', crane2).
crane('Act14', crane1).
crane('Act15', crane2).
crane('Act21', crane2).
crane('Act27', crane2).
crane('Act29', crane1).
crane('Act32', crane1).
crane('Act34', crane1).
crane('Act36', crane1).
crane('Act38', crane2).
crane('Act41', crane2).
crane('Act45', crane2).
crane('Act51', crane2).
crane('Act52', crane1).
crane('Act59', crane1).
crane('Act61', crane2).
crane('Act65', crane1).
crane('Act73', crane1).
crane('Act88', crane1).
crane('Act91', crane1).
crane('Act95', crane1).
crane('Act96', crane2).
crane('Act100', crane2).
crane('Act102', crane2).
crane('Act107', crane2).
crane('Act112', crane2).
crane('Act117', crane2).
crane('Act126', crane2).
crane('Act130', crane1).
crane('Act140', crane2).
crane('Act145', crane2).
crane('Act149', crane2).
crane('Act151', crane2).
crane('Act154', crane2).
crane('Act156', crane1).
crane('Act157', crane1).
crane('Act162', crane1).
crane('Act166', crane1).
crane('Act169', crane1).
crane('Act171', crane1).
crane('Act182', crane2).
crane('Act189', crane1).
crane('Act190', crane2).
crane('Act193', crane2).
crane('Act200', crane1).
crane('Act201', crane2).
crane('Act208', crane2).
crane('Act242', crane1).
crane('Act245', crane2).
crane('Act250', crane1).
crane('Act251', crane1).
crane('Act259', crane2).
crane('Act260', crane1).
crane('Act279', crane1).
crane('Act282', crane2).
crane('Act294', crane2).
crane('Act295', crane2).
