start('Act1', 0).
start('Act227', 417).
start('Act228', 61).
start('Act229', 89).
start('Act230', 270).
start('Act231', 239).
start('Act232', 173).
start('Act233', 139).
start('Act234', 35).
start('Act235', 57).
start('Act236', 30).
start('Act237', 100).
start('Act238', 149).
start('Act239', 436).
start('Act240', 51).
start('Act241', 66).
start('Act242', 233).
start('Act243', 3).
start('Act244', 221).
start('Act245', 36).
start('Act246', 124).
start('Act247', 431).
start('Act248', 116).
start('Act249', 168).
start('Act250', 47).
start('Act251', 235).
start('Act252', 234).
start('Act253', 421).
start('Act254', 294).
start('Act255', 264).
start('Act256', 148).
start('Act257', 344).
start('Act258', 86).
start('Act259', 243).
start('Act260', 90).
start('Act261', 429).
start('Act262', 342).
start('Act263', 147).
start('Act264', 268).
start('Act265', 77).
start('Act266', 278).
start('Act267', 114).
start('Act268', 168).
start('Act269', 367).
start('Act270', 241).
start('Act271', 416).
start('Act272', 6).
start('Act273', 76).
start('Act274', 221).
start('Act275', 63).
start('Act276', 33).
start('Act277', 164).
start('Act278', 45).
start('Act279', 61).
start('Act280', 72).
start('Act281', 35).
start('Act282', 24).
start('Act283', 234).
start('Act284', 112).
start('Act285', 273).
start('Act286', 168).
start('Act287', 272).
start('Act288', 293).
start('Act289', 11).
start('Act290', 417).
start('Act291', 271).
start('Act292', 52).
start('Act293', 161).
start('Act294', 75).
start('Act295', 43).
start('Act296', 267).
start('Act297', 78).
start('Act298', 220).
start('Act299', 12).
start('Act300', 23).
start('Act301', 229).
start('Act302', 378).
start('Act303', 234).
start('Act304', 40).
start('Act305', 250).
start('Act306', 85).
start('Act307', 102).
start('Act308', 151).
start('Act309', 145).
start('Act310', 412).
start('Act311', 160).
start('Act312', 47).
start('Act313', 160).
start('Act314', 140).
start('Act315', 16).
start('Act316', 107).
start('Act317', 82).
start('Act318', 80).
start('Act319', 43).
start('Act320', 234).
start('Act321', 217).
start('Act322', 172).
start('Act323', 290).
start('Act324', 135).
start('Act325', 58).
start('Act326', 18).
start('Act327', 269).
start('Act328', 134).
start('Act329', 93).
start('Act330', 270).
start('Act331', 413).
start('Act332', 426).
start('Act333', 248).
start('Act334', 216).
start('Act335', 73).
start('Act336', 60).
start('Act337', 58).
start('Act338', 165).
start('Act339', 268).
start('Act340', 284).
start('Act341', 151).
start('Act342', 342).
start('Act343', 39).
start('Act344', 412).
start('Act345', 411).
start('Act346', 59).
start('Act347', 24).
start('Act348', 163).
start('Act349', 434).
start('Act350', 409).
start('Act351', 87).
start('Act352', 163).
start('Act353', 123).
start('Act354', 219).
start('Act355', 84).
start('Act356', 162).
start('Act357', 25).
start('Act358', 72).
start('Act359', 283).
start('Act360', 139).
start('Act361', 130).
start('Act362', 417).
start('Act363', 142).
start('Act364', 60).
start('Act365', 261).
start('Act366', 25).
start('Act367', 366).
start('Act368', 47).
start('Act369', 244).
start('Act370', 96).
start('Act371', 216).
start('Act372', 162).
start('Act373', 81).
start('Act374', 118).
start('Act375', 89).
start('Act376', 85).
start('Act377', 232).
start('Act378', 135).
start('Act379', 60).
start('Act380', 259).
start('Act381', 345).
start('Act382', 81).
start('Act383', 29).
start('Act384', 35).
start('Act385', 214).
start('Act386', 220).
start('Act387', 134).
start('Act388', 259).
start('Act389', 113).
start('Act390', 347).
start('Act391', 71).
start('Act392', 117).
start('Act393', 143).
start('Act394', 133).
start('Act395', 63).
start('Act396', 68).
start('Act397', 345).
start('Act398', 11).
start('Act399', 80).
start('Act400', 135).
start('Act401', 286).
start('Act402', 243).
start('Act403', 230).
start('Act404', 143).
start('Act405', 7).
start('Act406', 141).
start('Act407', 150).
start('Act408', 131).
start('Act409', 77).
start('Act410', 162).
start('Act411', 141).
start('Act412', 407).
start('Act413', 362).
start('Act414', 360).
start('Act415', 258).
start('Act416', 404).
start('Act417', 266).
start('Act418', 131).
start('Act419', 147).
start('Act420', 264).
start('Act421', 161).
start('Act422', 138).
start('Act423', 214).
start('Act424', 159).
start('Act425', 35).
start('Act426', 122).
start('Act427', 279).
start('Act428', 406).
start('Act429', 25).
start('Act430', 39).
start('Act431', 125).
start('Act432', 30).
start('Act433', 70).
start('Act434', 259).
start('Act435', 401).
start('Act436', 108).
start('Act437', 229).
start('Act438', 158).
start('Act439', 137).
start('Act440', 66).
start('Act441', 401).
start('Act442', 156).
start('Act443', 397).
start('Act444', 257).
start('Act445', 27).
start('Act446', 216).
start('Act447', 420).
start('Act448', 74).
start('Act449', 141).
start('Act450', 357).
start('Act451', 154).
start('Act452', 264).
start('Act453', 129).
start('Act454', 93).
start('Act455', 256).
start('Act456', 228).
start('Act457', 67).
start('Act458', 11).
start('Act459', 160).
start('Act460', 75).
start('Act461', 53).
start('Act462', 216).
start('Act463', 70).
start('Act464', 52).
start('Act465', 356).
start('Act466', 49).
start('Act467', 97).
start('Act468', 255).
start('Act469', 217).
start('Act470', 0).
start('Act471', 228).
start('Act472', 128).
start('Act473', 52).
start('Act474', 170).
start('Act475', 214).
start('Act476', 162).
start('Act477', 342).
start('Act478', 207).
start('Act479', 391).
start('Act480', 79).
start('Act481', 73).
start('Act482', 228).
start('Act483', 212).
start('Act484', 153).
start('Act485', 202).
start('Act486', 151).
start('Act487', 211).
start('Act488', 249).
start('Act489', 398).
start('Act490', 227).
start('Act491', 392).
start('Act492', 137).
start('Act493', 150).
start('Act494', 355).
start('Act495', 150).
start('Act496', 388).
start('Act497', 129).
start('Act498', 386).
start('Act499', 128).
start('Act500', 214).
start('Act501', 28).
start('Act502', 384).
start('Act503', 125).
start('Act504', 227).
start('Act505', 197).
start('Act506', 64).
start('Act507', 158).
start('Act508', 383).
start('Act509', 126).
start('Act510', 166).
start('Act511', 30).
start('Act512', 354).
start('Act513', 149).
start('Act514', 227).
start('Act515', 382).
start('Act516', 92).
start('Act517', 125).
start('Act518', 136).
start('Act519', 59).
start('Act520', 212).
start('Act521', 382).
start('Act522', 147).
start('Act523', 61).
start('Act524', 119).
start('Act525', 277).
start('Act526', 366).
start('Act527', 263).
start('Act528', 122).
start('Act529', 336).
start('Act530', 150).
start('Act531', 346).
start('Act532', 250).
start('Act533', 156).
start('Act534', 224).
start('Act535', 101).
start('Act536', 376).
start('Act537', 210).
start('Act538', 214).
start('Act539', 248).
start('Act540', 223).
start('Act541', 50).
start('Act542', 120).
start('Act543', 48).
start('Act544', 31).
start('Act545', 213).
start('Act546', 343).
start('Act547', 118).
start('Act548', 252).
start('Act549', 14).
start('Act550', 250).
start('Act551', 266).
start('Act552', 146).
start('Act553', 141).
start('Act554', 210).
start('Act555', 133).
start('Act556', 243).
start('Act557', 257).
start('Act558', 280).
start('Act559', 32).
start('Act560', 132).
start('Act561', 255).
start('Act562', 63).
start('Act563', 378).
start('Act564', 145).
start('Act565', 246).
start('Act566', 123).
start('Act567', 250).
start('Act568', 47).
start('Act569', 55).
start('Act570', 120).
start('Act571', 129).
start('Act572', 256).
start('Act573', 354).
start('Act574', 238).
start('Act575', 372).
start('Act576', 195).
start('Act577', 147).
start('Act578', 22).
start('Act579', 373).
start('Act580', 90).
start('Act581', 220).
start('Act582', 144).
start('Act583', 235).
start('Act584', 367).
start('Act585', 208).
start('Act586', 98).
start('Act587', 127).
start('Act588', 146).
start('Act589', 367).
start('Act590', 143).
start('Act591', 108).
start('Act592', 87).
start('Act593', 205).
start('Act594', 351).
start('Act595', 3).
start('Act596', 213).
start('Act597', 99).
start('Act598', 26).
start('Act599', 88).
start('Act600', 227).
start('Act601', 218).
start('Act602', 123).
start('Act603', 141).
start('Act604', 363).
start('Act605', 139).
start('Act606', 243).
start('Act607', 361).
start('Act608', 242).
start('Act609', 18).
start('Act610', 359).
start('Act611', 188).
start('Act612', 336).
start('Act613', 205).
start('Act614', 208).
start('Act615', 118).
start('Act616', 334).
start('Act617', 120).
start('Act618', 97).
start('Act619', 211).
start('Act620', 115).
start('Act621', 205).
start('Act622', 208).
start('Act623', 185).
start('Act624', 59).
start('Act625', 155).
start('Act626', 68).
start('Act627', 114).
start('Act628', 136).
start('Act629', 136).
start('Act630', 364).
start('Act631', 114).
start('Act632', 102).
start('Act633', 126).
start('Act634', 342).
start('Act635', 202).
start('Act636', 252).
start('Act637', 340).
start('Act638', 157).
start('Act639', 240).
start('Act640', 115).
start('Act641', 193).
start('Act642', 203).
start('Act643', 239).
start('Act644', 139).
start('Act645', 191).
start('Act646', 358).
start('Act647', 156).
start('Act648', 238).
start('Act649', 328).
start('Act650', 202).
start('Act651', 224).
start('Act652', 34).
start('Act653', 347).
start('Act654', 183).
start('Act655', 203).
start('Act656', 327).
start('Act657', 135).
start('Act658', 133).
start('Act659', 114).
start('Act660', 133).
start('Act661', 107).
start('Act662', 201).
start('Act663', 92).
start('Act664', 126).
start('Act665', 104).
start('Act666', 363).
start('Act667', 119).
start('Act668', 83).
start('Act669', 55).
start('Act670', 82).
start('Act671', 265).
start('Act672', 132).
start('Act673', 198).
start('Act674', 235).
start('Act675', 129).
start('Act676', 114).
start('Act677', 215).
start('Act678', 127).
start('Act679', 106).
start('Act680', 250).
start('Act681', 322).
start('Act682', 38).
start('Act683', 207).
start('Act684', 105).
start('Act685', 145).
start('Act686', 357).
start('Act687', 100).
start('Act688', 237).
start('Act689', 207).
start('Act690', 247).
start('Act691', 105).
start('Act692', 198).
start('Act693', 223).
start('Act694', 125).
start('Act695', 242).
start('Act696', 241).
start('Act697', 111).
start('Act698', 234).
start('Act699', 354).
start('Act700', 144).
start('Act701', 342).
start('Act702', 65).
start('Act703', 124).
start('Act704', 198).
start('Act705', 58).
start('Act706', 89).
start('Act707', 69).
start('Act708', 107).
start('Act709', 352).
start('Act710', 190).
start('Act711', 198).
start('Act712', 65).
start('Act713', 95).
start('Act714', 179).
start('Act715', 127).
start('Act716', 322).
start('Act717', 104).
start('Act718', 226).
start('Act719', 236).
start('Act720', 104).
start('Act721', 277).
start('Act722', 229).
start('Act723', 195).
start('Act724', 179).
start('Act725', 194).
start('Act726', 352).
start('Act727', 173).
start('Act728', 203).
start('Act729', 235).
start('Act730', 31).
start('Act731', 351).
start('Act732', 233).
start('Act733', 124).
start('Act734', 184).
start('Act735', 220).
start('Act736', 213).
start('Act737', 232).
start('Act738', 350).
start('Act739', 55).
start('Act740', 339).
start('Act741', 145).
start('Act742', 365).
start('Act743', 232).
start('Act744', 88).
start('Act745', 144).
start('Act746', 178).
start('Act747', 342).
start('Act748', 309).
start('Act749', 342).
start('Act750', 117).
start('Act751', 156).
start('Act752', 197).
start('Act753', 264).
start('Act754', 194).
start('Act755', 99).
start('Act756', 157).
start('Act757', 221).
start('Act758', 210).
start('Act759', 76).
start('Act760', 333).
start('Act761', 320).
start('Act762', 155).
start('Act763', 231).
start('Act764', 273).
start('Act765', 348).
start('Act766', 209).
start('Act767', 169).
start('Act768', 124).
start('Act769', 55).
start('Act770', 124).
start('Act771', 229).
start('Act772', 317).
start('Act773', 95).
start('Act774', 209).
start('Act775', 40).
start('Act776', 147).
start('Act777', 227).
start('Act778', 99).
start('Act779', 197).
start('Act780', 89).
start('Act781', 168).
start('Act782', 164).
start('Act783', 81).
start('Act784', 74).
start('Act785', 342).
start('Act786', 120).
start('Act787', 316).
start('Act788', 120).
start('Act789', 98).
start('Act790', 314).
start('Act791', 50).
start('Act792', 163).
start('Act793', 341).
start('Act794', 212).
start('Act795', 312).
start('Act796', 153).
start('Act797', 152).
start('Act798', 274).
start('Act799', 196).
start('Act800', 191).
start('Act801', 330).
start('Act802', 163).
start('Act803', 331).
start('Act804', 201).
start('Act805', 96).
start('Act806', 115).
start('Act807', 162).
start('Act808', 326).
start('Act809', 155).
start('Act810', 196).
start('Act811', 324).
start('Act812', 272).
start('Act813', 161).
start('Act814', 47).
start('Act815', 196).
start('Act816', 110).
start('Act817', 227).
start('Act818', 269).
start('Act819', 51).
start('Act820', 226).
start('Act821', 308).
start('Act822', 225).
start('Act823', 308).
start('Act824', 305).
start('Act825', 188).
start('Act826', 188).
start('Act827', 111).
start('Act828', 108).
start('Act829', 270).
start('Act830', 119).
start('Act831', 187).
start('Act832', 265).
start('Act833', 86).
start('Act834', 161).
start('Act835', 224).
start('Act836', 95).
start('Act837', 220).
start('Act838', 149).
start('Act839', 217).
start('Act840', 215).
start('Act841', 212).
start('Act842', 222).
start('Act843', 85).
start('Act844', 226).
start('Act845', 191).
start('Act846', 93).
start('Act847', 212).
start('Act848', 75).
start('Act849', 336).
start('Act850', 221).
start('Act851', 111).
start('Act852', 223).
start('Act853', 185).
start('Act854', 268).
start('Act855', 113).
start('Act856', 47).
start('Act857', 106).
start('Act858', 86).
start('Act859', 324).
start('Act860', 111).
start('Act861', 191).
start('Act862', 189).
start('Act863', 191).
start('Act864', 142).
start('Act865', 119).
start('Act866', 267).
start('Act867', 323).
start('Act868', 199).
start('Act869', 303).
start('Act870', 223).
start('Act871', 334).
start('Act872', 263).
start('Act873', 322).
start('Act874', 120).
start('Act875', 85).
start('Act876', 116).
start('Act877', 210).
start('Act878', 311).
start('Act879', 216).
start('Act880', 210).
start('Act881', 297).
start('Act882', 106).
start('Act883', 49).
start('Act884', 82).
start('Act885', 201).
start('Act886', 188).
start('Act887', 82).
start('Act888', 329).
start('Act889', 292).
start('Act890', 187).
start('Act891', 186).
start('Act892', 99).
start('Act893', 190).
start('Act894', 147).
start('Act895', 182).
start('Act896', 185).
start('Act897', 67).
start('Act898', 203).
start('Act899', 80).
start('Act900', 180).
start('Act901', 147).
start('Act902', 330).
start('Act903', 178).
start('Act904', 177).
start('Act905', 266).
start('Act906', 301).
start('Act907', 137).
start('Act908', 99).
start('Act909', 187).
start('Act910', 193).
start('Act911', 79).
start('Act912', 263).
start('Act913', 199).
start('Act914', 289).
start('Act915', 186).
start('Act916', 263).
start('Act917', 131).
start('Act918', 184).
start('Act919', 99).
start('Act920', 111).
start('Act921', 313).
start('Act922', 174).
start('Act923', 172).
start('Act924', 111).
start('Act925', 181).
start('Act926', 322).
start('Act927', 91).
start('Act928', 263).
start('Act929', 319).
start('Act930', 207).
start('Act931', 180).
start('Act932', 116).
start('Act933', 19).
start('Act934', 186).
start('Act935', 287).
start('Act936', 222).
start('Act937', 317).
start('Act938', 175).
start('Act939', 188).
start('Act940', 286).
start('Act941', 140).
start('Act942', 315).
start('Act943', 130).
start('Act944', 197).
start('Act945', 139).
start('Act946', 98).
start('Act947', 159).
start('Act948', 95).
start('Act949', 172).
start('Act950', 114).
start('Act951', 78).
start('Act952', 172).
start('Act953', 314).
start('Act954', 284).
start('Act955', 179).
start('Act956', 179).
start('Act957', 209).
start('Act958', 91).
start('Act959', 158).
start('Act960', 313).
start('Act961', 277).
start('Act962', 205).
start('Act963', 157).
start('Act964', 263).
start('Act965', 76).
start('Act966', 271).
start('Act967', 208).
start('Act968', 110).
start('Act969', 189).
start('Act970', 73).
start('Act971', 103).
start('Act972', 269).
start('Act973', 109).
start('Act974', 102).
start('Act975', 182).
start('Act976', 268).
start('Act977', 134).
start('Act978', 203).
start('Act979', 266).
start('Act980', 177).
start('Act981', 176).
start('Act982', 258).
start('Act983', 252).
start('Act984', 97).
start('Act985', 128).
start('Act986', 97).
start('Act987', 174).
start('Act988', 197).
start('Act989', 104).
start('Act990', 171).
start('Act991', 192).
start('Act992', 103).
start('Act993', 307).
start('Act994', 171).
start('Act995', 102).
start('Act996', 146).
start('Act997', 173).
start('Act998', 70).
start('Act999', 191).
start('Act1000', 185).

crane('Act7', crane2).
crane('Act10', crane1).
crane('Act14', crane1).
crane('Act15', crane2).
crane('Act34', crane2).
crane('Act35', crane1).
crane('Act39', crane2).
crane('Act57', crane1).
crane('Act60', crane1).
crane('Act64', crane1).
crane('Act73', crane2).
crane('Act77', crane2).
crane('Act80', crane1).
crane('Act83', crane2).
crane('Act84', crane1).
crane('Act89', crane1).
crane('Act91', crane2).
crane('Act92', crane1).
crane('Act97', crane2).
crane('Act105', crane2).
crane('Act107', crane2).
crane('Act111', crane2).
crane('Act113', crane2).
crane('Act117', crane2).
crane('Act120', crane1).
crane('Act123', crane1).
crane('Act139', crane1).
crane('Act142', crane1).
crane('Act153', crane1).
crane('Act155', crane2).
crane('Act165', crane2).
crane('Act182', crane2).
crane('Act186', crane1).
crane('Act188', crane1).
crane('Act193', crane2).
crane('Act198', crane1).
crane('Act200', crane1).
crane('Act208', crane2).
crane('Act209', crane1).
crane('Act210', crane2).
crane('Act214', crane1).
crane('Act225', crane2).
crane('Act227', crane2).
crane('Act230', crane1).
crane('Act246', crane2).
crane('Act247', crane1).
crane('Act253', crane1).
crane('Act254', crane1).
crane('Act258', crane1).
crane('Act261', crane2).
crane('Act266', crane2).
crane('Act271', crane1).
crane('Act285', crane1).
crane('Act288', crane2).
crane('Act310', crane1).
crane('Act311', crane1).
crane('Act314', crane2).
crane('Act323', crane1).
crane('Act328', crane2).
crane('Act331', crane1).
crane('Act332', crane1).
crane('Act340', crane1).
crane('Act344', crane2).
crane('Act345', crane2).
crane('Act346', crane1).
crane('Act350', crane2).
crane('Act359', crane1).
crane('Act360', crane2).
crane('Act361', crane2).
crane('Act374', crane1).
crane('Act376', crane2).
crane('Act400', crane1).
crane('Act401', crane2).
crane('Act412', crane1).
crane('Act416', crane1).
crane('Act422', crane1).
crane('Act426', crane1).
crane('Act427', crane1).
crane('Act428', crane2).
crane('Act434', crane1).
crane('Act435', crane1).
crane('Act441', crane2).
crane('Act443', crane1).
crane('Act452', crane1).
crane('Act453', crane2).
crane('Act461', crane1).
crane('Act472', crane1).
crane('Act474', crane1).
crane('Act479', crane1).
crane('Act480', crane2).
crane('Act489', crane2).
crane('Act491', crane2).
crane('Act496', crane2).
crane('Act498', crane1).
crane('Act502', crane1).
crane('Act508', crane2).
crane('Act509', crane1).
crane('Act510', crane1).
crane('Act515', crane2).
crane('Act521', crane1).
crane('Act526', crane2).
crane('Act536', crane2).
crane('Act557', crane2).
crane('Act558', crane2).
crane('Act561', crane2).
crane('Act563', crane1).
crane('Act565', crane2).
crane('Act566', crane1).
crane('Act572', crane1).
crane('Act574', crane2).
crane('Act575', crane1).
crane('Act579', crane2).
crane('Act583', crane2).
crane('Act584', crane1).
crane('Act589', crane2).
crane('Act591', crane2).
crane('Act601', crane2).
crane('Act604', crane1).
crane('Act607', crane1).
crane('Act610', crane2).
crane('Act630', crane2).
crane('Act631', crane2).
crane('Act632', crane2).
crane('Act636', crane2).
crane('Act646', crane2).
crane('Act653', crane2).
crane('Act658', crane1).
crane('Act665', crane2).
crane('Act666', crane2).
crane('Act668', crane1).
crane('Act674', crane1).
crane('Act677', crane2).
crane('Act680', crane1).
crane('Act686', crane1).
crane('Act687', crane1).
crane('Act690', crane1).
crane('Act695', crane2).
crane('Act696', crane1).
crane('Act698', crane1).
crane('Act699', crane1).
crane('Act707', crane1).
crane('Act709', crane2).
crane('Act718', crane2).
crane('Act722', crane2).
crane('Act726', crane1).
crane('Act731', crane1).
crane('Act734', crane1).
crane('Act735', crane2).
crane('Act736', crane2).
crane('Act738', crane2).
crane('Act740', crane2).
crane('Act749', crane2).
crane('Act756', crane1).
crane('Act758', crane2).
crane('Act760', crane2).
crane('Act765', crane1).
crane('Act766', crane2).
crane('Act774', crane1).
crane('Act776', crane2).
crane('Act793', crane2).
crane('Act794', crane1).
crane('Act801', crane2).
crane('Act802', crane1).
crane('Act803', crane2).
crane('Act804', crane2).
crane('Act808', crane1).
crane('Act811', crane1).
crane('Act815', crane2).
crane('Act819', crane1).
crane('Act848', crane2).
crane('Act849', crane1).
crane('Act859', crane2).
crane('Act862', crane2).
crane('Act867', crane1).
crane('Act868', crane1).
crane('Act871', crane1).
crane('Act873', crane2).
crane('Act879', crane1).
crane('Act888', crane2).
crane('Act893', crane2).
crane('Act898', crane1).
crane('Act902', crane1).
crane('Act909', crane2).
crane('Act910', crane1).
crane('Act921', crane2).
crane('Act926', crane1).
crane('Act929', crane2).
crane('Act930', crane2).
crane('Act934', crane2).
crane('Act937', crane1).
crane('Act939', crane2).
crane('Act941', crane1).
crane('Act942', crane2).
crane('Act948', crane1).
crane('Act953', crane1).
crane('Act955', crane1).
crane('Act960', crane1).
crane('Act969', crane1).
crane('Act975', crane2).
crane('Act977', crane1).
crane('Act980', crane1).
crane('Act981', crane2).
crane('Act990', crane2).
crane('Act993', crane1).
crane('Act997', crane1).
